,text,label,humour,text_conv
1311, ghaseeta nahin hai thoda sa kheencha hai parataapur pulis steshan mein darj karavaaya hai ,1,1,"ghaseeta nahin hai thoda sa kheencha hai parataapur pulis steshan mein darj karavaaya hai
"
1312,maaya mainne aisa kuchh nahin kiya mujhe,0,0,"maaya mainne aisa kuchh nahin kiya mujhe
"
1313,apana riprejentetiv banaaya hai lekin bhee kiya main aapake pyaar mein kuchh bhee kar sakata hoon ,0,1,"apana riprejentetiv banaaya hai lekin bhee kiya main aapake pyaar mein kuchh bhee kar sakata hoon
"
1314,tum hamaaree postar problam tumane bhee,0,0,"यदि आपके पास पोस्टल प्रोब्लेम ट्यूमर है
"
1315,to mujhe ghar se nikaal kar itana bada tamaasha banaaya kis-kis ko utha lenge hamaare kes kee shoping karake apane aargenaijeshan ke lie pablisitee karenge main darata nahin hoon baat karane ka stail ,0,1,"to mujhe ghar se nikaal kar itana bada tamaasha banaaya kis-kis ko utha lenge hamaare kes kee shoping karake apane aargenaijeshan ke lie pablisitee karenge main darata nahin hoon baat karane ka stail
"
1316,baabee aparaadh inhonne aap par kerosin chhidakakar aap ko jalaane kee dhamakee dee hai aap par preshar kukar phenka hai jab mainne aapase poochha tha ki main is kes ko kaisa banaoon dongariya straangest agar straangest ke staaph traiktar se maanana pooree chalaana kamplent karane ke lie bhee jigar hona chaahie galee-galee mein shor hai loren ,0,0,"baabee aparaadh inhonne aap par kerosin chhidakakar aap ko jalaane kee dhamakee dee hai aap par preshar kukar phenka hai jab mainne aapase poochha tha ki main is kes ko kaisa banaoon dongariya straangest agar straangest ke staaph traiktar se maanana pooree chalaana kamplent karane ke lie bhee jigar hona chaahie galee-galee mein shor hai loren
"
1317,yah sab karane ka matalab mera nahin tha main to soch raha tha ki vah sake myaoon,0,0,"yah sab karane ka matalab mera nahin tha main to soch raha tha ki vah sake myaoon
"
1318, meree saaree sharten manjoor karoge pishaachinee meree baat to suno tum pahale ,0,0,"मैं आपको सूर्योदय पाने का मौका देना चाहता हूं
"
1319,inheen akhabaaron mein apolijee chhapa tum meree saaree shedyool karo usake baad ke sameep manjoore dait ko ritarn not eksept kar lo donon sharte jo hai vah proses kee kavitaon ko lekar hai sunanee padegee ke bajaay kabhee-kabhee sunanee padegee kiya hai aur kavita sinh ke taalee baja nahin padegee vah to kainsil kar diya ,0,1,"inheen akhabaaron mein apolijee chhapa tum meree saaree shedyool karo usake baad ke sameep manjoore dait ko ritarn not eksept kar lo donon sharte jo hai vah proses kee kavitaon ko lekar hai sunanee padegee ke bajaay kabhee-kabhee sunanee padegee kiya hai aur kavita sinh ke taalee baja nahin padegee vah to kainsil kar diya
"
1320,kahaan hai vah indravadan,0,0,"kahaan hai vah indravadan
"
1321,ise apanee jindagee kee naee shuruaat samajhe main dekh raha hoon kyoot phanee old so kyoot ,0,0,"यह एकमात्र समय नहीं है जब आप एक नया पासवर्ड जोड़ना चाहते हैं
"
1322,aa gaya phir se kabaab mein,1,1,"aa gaya phir se kabaab mein
"
1323,inhonne poore raaste mein aise postar chipakae raanee maaya saaraabhaee,0,1,"inhonne poore raaste mein aise postar chipakae raanee maaya saaraabhaee
"
1324,kandeeshan nahin thee ki main tumhaare post nahin chhupa sakata,0,0,"यदि आपके पास मुख्य पोस्ट नहीं है, तो मैं इसे पोस्ट नहीं करूंगा
"
1325,सबके सब निक्कमे हो गए सबके सब इन आइके के एम ई निकम्मे मैं सबसे द्वारा मतलब राधाबाई और बैठे लेना चूंकि मैं तो पहले से लेकर इंद्रवदन सिरे से 0 प्वाइंट राधाबाई तुम्हें मालूम है न कि मुझे डस्ट से एलर्जी है,0,1,"सबके सब निक्कमे हो गए सबके सब इन आइके के एम ई निकम्मे मैं सबसे द्वारा मतलब राधाबाई और बैठे लेना चूंकि मैं तो पहले से लेकर इंद्रवदन सिरे से 0 प्वाइंट राधाबाई तुम्हें मालूम है न कि मुझे डस्ट से एलर्जी है
"
1326,अभी तो मनीषा ने शव को यहां विकास ने को मना करती हूं मैं,1,1,"अभी तो मनीषा ने शव को यहां विकास ने को मना करती हूं मैं
"
1327,माया की एलर्जी से मनीषा के हंसने का,0,0,"माया की एलर्जी से मनीषा के हंसने का
"
1328,वह ऐसे तो अरे कपड़ों में से धूल निकलती है उसके कपड़े कहा सिलवाती एवं राघवजी कांजी टेलर के पास और डिलीवरी के टाइम्स 1्स्ट्रा बटन्स मांगती है पुराने टूटे हुए बटन्स इकट्ठा करके उसने से खरगोश बनाती है मनीषा,1,1,"वह ऐसे तो अरे कपड़ों में से धूल निकलती है उसके कपड़े कहा सिलवाती एवं राघवजी कांजी टेलर के पास और डिलीवरी के टाइम्स 1्स्ट्रा बटन्स मांगती है पुराने टूटे हुए बटन्स इकट्ठा करके उसने से खरगोश बनाती है मनीषा
"
1329,इनकी बुराई को बुरा लगा हो,0,1,"इनकी बुराई को बुरा लगा हो
"
1330,तो पॉइंट एज ये देखो कितनी धूल जमा हो गई है यहां पूरा का पूरा देश पाकिस्तान बना रखा तुम लोगों ने हिन्दी फ़िल्म का कोई आइटम सॉंग या पिक्चराइज हो सकता,1,0,"तो पॉइंट एज ये देखो कितनी धूल जमा हो गई है यहां पूरा का पूरा देश पाकिस्तान बना रखा तुम लोगों ने हिन्दी फ़िल्म का कोई आइटम सॉंग या पिक्चराइज हो सकता
"
1331,मैंने साफ करने की कोशिश की लेकिन हाथ में पहुंच सके,0,0,"मैंने साफ करने की कोशिश की लेकिन हाथ में पहुंच सके
"
1332,अरे तुम्हारा हाथ नहीं पहुंचता तो निम्न सबने हेतु इसे सबसे वोटिंग अगर हाइट कम है तो स्टूल का इस्तेमाल करो लेकिन काम पूरा कर,1,0,"अरे तुम्हारा हाथ नहीं पहुंचता तो निम्न सबने हेतु इसे सबसे वोटिंग अगर हाइट कम है तो स्टूल का इस्तेमाल करो लेकिन काम पूरा कर
"
1333,4 दिन पहले कहा था कि मेरा साला पहली बार मुंबई आया था तो उसकी छत,0,0,"4 दिन पहले कहा था कि मेरा साला पहली बार मुंबई आया था तो उसकी छत
"
1334,और मेरी बेटी चिंकू की तो परीक्षा थी,0,0,"और मेरी बेटी चिंकू की तो परीक्षा थी
"
1335,तुम लोगों की प्रॉब्लम्स है इसके साथ मेरा कोई लेना देना नहीं है तुम्हें मैरिज करना चाहिए था चिंकू के लिए ट्यूशन किसी मुझे किसी पर बढ़ेगी राधाबाई तुम्हारी ग़रीबी के लिए मैं ज़िम्मेदार नहीं हूं हर बार अपनी इकोनोमिक प्रॉब्लम्स को ढाल बनाने की आदत पड़ गई है जिस इस इमोशनल ब्लैकमेल,0,0,"तुम लोगों की प्रॉब्लम्स है इसके साथ मेरा कोई लेना देना नहीं है तुम्हें मैरिज करना चाहिए था चिंकू के लिए ट्यूशन किसी मुझे किसी पर बढ़ेगी राधाबाई तुम्हारी ग़रीबी के लिए मैं ज़िम्मेदार नहीं हूं हर बार अपनी इकोनोमिक प्रॉब्लम्स को ढाल बनाने की आदत पड़ गई है जिस इस इमोशनल ब्लैकमेल
"
1336,माया सिंह क्यूबेक तूफान स्टाइल में लिखा वह स्ट्राइक,0,0,"माया सिंह क्यूबेक तूफान स्टाइल में लिखा वह स्ट्राइक
"
1337,राधाबाई राधाबाई प्लीज़ ऑफरों बंद कीजिये पुलिस अब डॉ,0,0,"राधाबाई राधाबाई प्लीज़ ऑफरों बंद कीजिये पुलिस अब डॉ
"
1338,उस समय उस समय हर 5 मिनट में उसे दे अब चाय बना,0,0,"उस समय उस समय हर 5 मिनट में उसे दे अब चाय बना
"
1339,रु सुषमा ने 5 साल की उम्र में ही कविता लिखना शुरू कर दिया था उप्र हर कवि का सबसे पहले मुझे सुनाते थे फिर भी मैंने कभी कोई शिकायत की आसानी से घर भी उन्हें ब्लैकमेल कर,0,1,"रु सुषमा ने 5 साल की उम्र में ही कविता लिखना शुरू कर दिया था उप्र हर कवि का सबसे पहले मुझे सुनाते थे फिर भी मैंने कभी कोई शिकायत की आसानी से घर भी उन्हें ब्लैकमेल कर
"
1340,सोनिया मामले गुस्से में आकर आपसे ये कह दिया वह चलिए मिन्नी करती,0,0,"सोनिया मामले गुस्से में आकर आपसे ये कह दिया वह चलिए मिन्नी करती
"
1341,हां मुझे कितनी बार कहती हैं अगर साफ रखो जूते उठा कि रात में रखो यह सारी बातें वो बीन करती है इनसे जो गुस्से में आकर बातें किन,1,1,"हां मुझे कितनी बार कहती हैं अगर साफ रखो जूते उठा कि रात में रखो यह सारी बातें वो बीन करती है इनसे जो गुस्से में आकर बातें किन
"
1342,वो आजकल तो छोटी छोटी बातों पर गुस्सा करने लग गए पुरुषों में सिर्फ 1 घंटा काम पर लेटा तो मुझको डांटने लगे इस सरकारी आफिसों तो गवर्नमेंट सरवन तो अभी सोचें एक इज्जतदार ईमानदार आदमी को गवर्नमेंट सरवन टक्कर भुनाना अच्छे,0,1,"वो आजकल तो छोटी छोटी बातों पर गुस्सा करने लग गए पुरुषों में सिर्फ 1 घंटा काम पर लेटा तो मुझको डांटने लगे इस सरकारी आफिसों तो गवर्नमेंट सरवन तो अभी सोचें एक इज्जतदार ईमानदार आदमी को गवर्नमेंट सरवन टक्कर भुनाना अच्छे
"
1343,अब बोलते थे मेरठ सरधना उस डिपार्टमेंट पर पर जब आप अपनी गर्लफ्रेंड को चोरी छुपे घर लेकर आते थे कमरे के बाहर पहरा देता था तभी बना अब सिंचाई पानी मांगा था वो कॉलेज के दिनों की 72 और डॉ किरण का भी आपकी सारी शिकायतें जवाब वो,0,1,"अब बोलते थे मेरठ सरधना उस डिपार्टमेंट पर पर जब आप अपनी गर्लफ्रेंड को चोरी छुपे घर लेकर आते थे कमरे के बाहर पहरा देता था तभी बना अब सिंचाई पानी मांगा था वो कॉलेज के दिनों की 72 और डॉ किरण का भी आपकी सारी शिकायतें जवाब वो
"
1344,अब दोनों मिलकर शांति से ट्रांसफर माफिया प्रोसेस को निहारा मिश्रा जगह आर्य नाटक के शोज पिछले 6 महीने से हाउस बल जा रहे थे,0,0,"अब दोनों मिलकर शांति से ट्रांसफर माफिया प्रोसेस को निहारा मिश्रा जगह आर्य नाटक के शोज पिछले 6 महीने से हाउस बल जा रहे थे
"
1345,और पिछले 6 महीने में कितने शोध हुए,1,1,"और पिछले 6 महीने में कितने शोध हुए
"
1346,लेकिन ये तो पूछो कि किस किसने देखें शोज मिस्र जाग्रत मफतलाल संगीता मन दम सा अरूषा अग्निहोत्री ने तो दोनों शोज देखिए तो अब कैसी अरूषा चिह्न हाथी अजहा उस्मानोव रसेश सैक्रेटरी को कास्ट पार्टी करते एक्सचेंज एन लवनीश ये वो पे ग्रेड एरिया में,0,0,"लेकिन ये तो पूछो कि किस किसने देखें शोज मिस्र जाग्रत मफतलाल संगीता मन दम सा अरूषा अग्निहोत्री ने तो दोनों शोज देखिए तो अब कैसी अरूषा चिह्न हाथी अजहा उस्मानोव रसेश सैक्रेटरी को कास्ट पार्टी करते एक्सचेंज एन लवनीश ये वो पे ग्रेड एरिया में
"
1347,सब अच्छा व तुम लोग आ गए राधाबाई कांप जाए क्यूंकि सैटरडे को घर पर पार्टी है,0,0,"सब अच्छा व तुम लोग आ गए राधाबाई कांप जाए क्यूंकि सैटरडे को घर पर पार्टी है
"
1348,एनएसएफ क्या काम नहीं करूंगा मेरा भी सब चिपका कर दी गई यह मेरा इस्तीफा मोबिलाइजिंग में इसीलिए इस्तीफा महादशा तुम्हें उन लोगों को भड़का कि अच्छा नहीं किया,0,1,"एनएसएफ क्या काम नहीं करूंगा मेरा भी सब चिपका कर दी गई यह मेरा इस्तीफा मोबिलाइजिंग में इसीलिए इस्तीफा महादशा तुम्हें उन लोगों को भड़का कि अच्छा नहीं किया
"
1349,मैंने उन लोगों को भड़काया मम्मीजी ये बिठाकर रेज़िग्नेशन मनीषा नहीं लिखाया पर लेकिन ये  मगर लाइन बुझ बिल्कुल मनीषा की है मैं,0,1,"मैंने उन लोगों को भड़काया मम्मीजी ये बिठाकर रेज़िग्नेशन मनीषा नहीं लिखाया पर लेकिन ये  मगर लाइन बुझ बिल्कुल मनीषा की है मैं
"
1350,आप क्या काम शाम नहीं करना चाहता हूं अगर मंगलू बाबा ने चाहत इससे भी अच्छी नौकरी मिल जाएगी ये तो खुद नहीं लिख सकता न देखा उन्होंने कितना मनाने की कोशिश की लेकिन इच्छुक रेजिग्नेशन एक्सेप्टेंस क्योंकि ड्यूज क्लीयर घरों और दफ्तरों में अब आप जल्दबाजी कर रही है,0,1,"आप क्या काम शाम नहीं करना चाहता हूं अगर मंगलू बाबा ने चाहत इससे भी अच्छी नौकरी मिल जाएगी ये तो खुद नहीं लिख सकता न देखा उन्होंने कितना मनाने की कोशिश की लेकिन इच्छुक रेजिग्नेशन एक्सेप्टेंस क्योंकि ड्यूज क्लीयर घरों और दफ्तरों में अब आप जल्दबाजी कर रही है
"
1351,क्या समझ बूझ वो लोग मैं उनके बिना अपाहिज हो जाऊंगी चिड़चिड़े की अपनी दिनों रांची कैंसिल कर दूंगी नारी सम्मान समिति की मीटिंग अपनी कम्पनी रखूंगी क्यूंकि राधाबाई घर छोड़कर चले गए,0,1,"क्या समझ बूझ वो लोग मैं उनके बिना अपाहिज हो जाऊंगी चिड़चिड़े की अपनी दिनों रांची कैंसिल कर दूंगी नारी सम्मान समिति की मीटिंग अपनी कम्पनी रखूंगी क्यूंकि राधाबाई घर छोड़कर चले गए
"
1352,बोल रहे थे क्या क्या बोल रहे थे चिट्ठी आई डू में बाद में सुनूंगी अभी पहले उन्हें सीटीटी देखा जिसे दूसरे नगरों का इंतजाम हो जाएगा,1,1,"बोल रहे थे क्या क्या बोल रहे थे चिट्ठी आई डू में बाद में सुनूंगी अभी पहले उन्हें सीटीटी देखा जिसे दूसरे नगरों का इंतजाम हो जाएगा
"
1353,1्सक्यूस रेजिग्नेशन आप लोगों ने दिया था अपनी जमीन से अपना समझ के आप लोगों को एक प्रैक्टिकल बात कहना आपका अपमान लताड़,0,1,"1्सक्यूस रेजिग्नेशन आप लोगों ने दिया था अपनी जमीन से अपना समझ के आप लोगों को एक प्रैक्टिकल बात कहना आपका अपमान लताड़
"
1354,का आकांक्षी सेल्वम उस दिन प्रेरणा का घनत्व विट्ठल का काम आपने इस घर साल सालों से सेवा की है लेकिन बार बार बेसिक सैंपल्स,1,1,"का आकांक्षी सेल्वम उस दिन प्रेरणा का घनत्व विट्ठल का काम आपने इस घर साल सालों से सेवा की है लेकिन बार बार बेसिक सैंपल्स
"
1355,बीच में बताई लेकिन जब तक मेमसाब आप हमारी कंडीशंस चेन यूनियन लीडर की तरह कोई बात नहीं करता मुझे अपने काम पर जाने की कोई ज़रुरत है या गुडबाय साईबाबा,0,0,"बीच में बताई लेकिन जब तक मेमसाब आप हमारी कंडीशंस चेन यूनियन लीडर की तरह कोई बात नहीं करता मुझे अपने काम पर जाने की कोई ज़रुरत है या गुडबाय साईबाबा
"
1356,मीनाक्षी वाली बात  उन्होंने 2नों मिल के आधार पर बांटने के रहा है,1,1,"मीनाक्षी वाली बात  उन्होंने 2नों मिल के आधार पर बांटने के रहा है
"
1357,न जब इसका जन्म हुआ न तो उसके मां बाप सीता और गीता पिक्चर देखते थे तो वाइनवर्ग दिया चलो,0,1,"न जब इसका जन्म हुआ न तो उसके मां बाप सीता और गीता पिक्चर देखते थे तो वाइनवर्ग दिया चलो
"
1358,शुगर है लोग चंदा डगमगा बदलानी देख रहे थे,1,1,"शुगर है लोग चंदा डगमगा बदलानी देख रहे थे
"
1359,कि मुझे बताओ मैंने कहां काम करती की मुफ्त में भुगतनी नींबू का बिल्कुल इसलिए उन्हें कभी नींबू का अ4 नहीं पिरोसा इसलिए वो डायलॉग बहुत अच्छे लोग लिखते हैं सारी फिल्म के पहले वो राष्ट्रीय गीत नहीं मिली कड़ी सजा देने के लिए मैं उनके साथ कभी फिल्म भी नहीं देखने,0,1,"कि मुझे बताओ मैंने कहां काम करती की मुफ्त में भुगतनी नींबू का बिल्कुल इसलिए उन्हें कभी नींबू का अ4 नहीं पिरोसा इसलिए वो डायलॉग बहुत अच्छे लोग लिखते हैं सारी फिल्म के पहले वो राष्ट्रीय गीत नहीं मिली कड़ी सजा देने के लिए मैं उनके साथ कभी फिल्म भी नहीं देखने
"
1360,गई हुआन सोचने का जलसा प्रदीप इलाबेन हमें ये सीता और ढाका को कांपे रखना प्रदीप भुगतानडिग्री पहली नौकरी क्यों छोड़ी सब बहुत मारती थी मारती थी,0,1,"गई हुआन सोचने का जलसा प्रदीप इलाबेन हमें ये सीता और ढाका को कांपे रखना प्रदीप भुगतानडिग्री पहली नौकरी क्यों छोड़ी सब बहुत मारती थी मारती थी
"
1361,कभी कभी चोरी करती थी अभी तुम बिल्कुल बदल गई वहां दोनों बदल गई हो या सभ्यता जबसे मर्डर व तंग करती है इसका भाई को झूठा केस था निर्दोष की थी पर पुलिस का अत्याचार मिला बजे गिरफ्तार चचेरे भाई का नाम जब उसका जन्म हुआ बीमारी मारी भाषाएं दाँत ब्रश कर रही थी लेकिन लेखन का नाम दातुन कैसे रखें नजरः सोच,1,1,"कभी कभी चोरी करती थी अभी तुम बिल्कुल बदल गई वहां दोनों बदल गई हो या सभ्यता जबसे मर्डर व तंग करती है इसका भाई को झूठा केस था निर्दोष की थी पर पुलिस का अत्याचार मिला बजे गिरफ्तार चचेरे भाई का नाम जब उसका जन्म हुआ बीमारी मारी भाषाएं दाँत ब्रश कर रही थी लेकिन लेखन का नाम दातुन कैसे रखें नजरः सोच
"
1362,के बोलूंगी डर गई इसकी ज़िम्मेदारी मेल एकाग्रता को हाथ लगाया तो मेरे दो टुकड़े टुकड़े कैसे चार टुकड़े मतदाता और गीता सीता का,0,1,"के बोलूंगी डर गई इसकी ज़िम्मेदारी मेल एकाग्रता को हाथ लगाया तो मेरे दो टुकड़े टुकड़े कैसे चार टुकड़े मतदाता और गीता सीता का
"
1363,एंटी 22 अप्रेल लगा रहा हूँ घंटी 22 प्र वो अपने भाइयों ने सीता और गीता डबलरोल उज्जैन रूम में भर्ती होना उसके बदन ट्रेन के गार्ड,1,1,"एंटी 22 अप्रेल लगा रहा हूँ घंटी 22 प्र वो अपने भाइयों ने सीता और गीता डबलरोल उज्जैन रूम में भर्ती होना उसके बदन ट्रेन के गार्ड
"
1364,उसे आप पास मिठाइयां और उसे उसकी प्रॉब्लम बताई उपासना करनी पड़ेगी अड्डों में बात करता उसे समझाने की कोशिश की लेकिन वो मुझे अरे भाई व साहिल सब कुछ काम है खुदरा,1,1,"उसे आप पास मिठाइयां और उसे उसकी प्रॉब्लम बताई उपासना करनी पड़ेगी अड्डों में बात करता उसे समझाने की कोशिश की लेकिन वो मुझे अरे भाई व साहिल सब कुछ काम है खुदरा
"
1365,में करीब  न्यायाधीश वाई फाई था कि आधा घंटा तक बाथरूम साफ किया मैंने,0,0,"में करीब  न्यायाधीश वाई फाई था कि आधा घंटा तक बाथरूम साफ किया मैंने
"
1366,इसीलिए 3 बेचारे फूल मुरझा गए इस व गार्ड से के जियो लगा लो तुम,1,1,"इसीलिए 3 बेचारे फूल मुरझा गए इस व गार्ड से के जियो लगा लो तुम
"
1367,और बरबस इसका पर बढ़त दिलाई प्रीक्लिनिक इसे बिक्री पल्लव बम आपने मेरे बेलाजियो की नई गाड़ी गई थी लेकिन अब नहीं दिख रही है रात को मैंने उसे ड्रेसिंग टेबल बैरागी थे अब नहीं है,0,1,"और बरबस इसका पर बढ़त दिलाई प्रीक्लिनिक इसे बिक्री पल्लव बम आपने मेरे बेलाजियो की नई गाड़ी गई थी लेकिन अब नहीं दिख रही है रात को मैंने उसे ड्रेसिंग टेबल बैरागी थे अब नहीं है
"
1368,आप सब लोग तुम अभी गई थी और उसे स्क्रीन ऐसे में सफाई करने सीता और गीता,0,0,"आप सब लोग तुम अभी गई थी और उसे स्क्रीन ऐसे में सफाई करने सीता और गीता
"
1369,सीता और गीता तुम तरीके से किस किसने चुराई है,0,0,"सीता और गीता तुम तरीके से किस किसने चुराई है
"
1370,मैंने पहले यू मी दूर दूर,0,0,"मैंने पहले यू मी दूर दूर
"
1371,तुम्हारे कहने का ये मतलब कि तीसरे या चौथे दिन तुम चोरी करते थे,1,1,"तुम्हारे कहने का ये मतलब कि तीसरे या चौथे दिन तुम चोरी करते थे
"
1372,मेमसाब मैं बिल्कुल निर्दोष हूं मेरे सामान की तलाशी ले लीजिये,0,0,"मेमसाब मैं बिल्कुल निर्दोष हूं मेरे सामान की तलाशी ले लीजिये
"
1373,में में सामान्य द्वंद्वियों लगाव न वर्ना दीवारों पे से पेमेंट फ्लॉप हो जाएगा,1,1,"में में सामान्य द्वंद्वियों लगाव न वर्ना दीवारों पे से पेमेंट फ्लॉप हो जाएगा
"
1374,मदमाये गढ़ी 17000 के जरिए वामा वृद्धि करेंगे 11 बजे का नाम भी लगाया मैनेजमेंट में 9,0,0,"मदमाये गढ़ी 17000 के जरिए वामा वृद्धि करेंगे 11 बजे का नाम भी लगाया मैनेजमेंट में 9
"
1375,नमस्ते इसी नमस्ते करना था कामकाज करना ने ग्लूकोज चढ़ाना मालिश करना इंजेक्शन दे नदियां दिया दिया देना,0,1,"नमस्ते इसी नमस्ते करना था कामकाज करना ने ग्लूकोज चढ़ाना मालिश करना इंजेक्शन दे नदियां दिया दिया देना
"
1376,1 मिनट तुम बाई होना,0,0,"1 मिनट तुम बाई होना
"
1377,क्या 22 बी सी सी साड़ी और ब्लाउज पहना इतनी पतली आवाज़ तो भाई ने दौर के हो सकती है,0,1,"क्या 22 बी सी सी साड़ी और ब्लाउज पहना इतनी पतली आवाज़ तो भाई ने दौर के हो सकती है
"
1378,कॉमेडी भी करती है वंडरफुल लिखे,0,0,"कॉमेडी भी करती है वंडरफुल लिखे
"
1379,जो जो जोकर की नहीं मुझे भाई की ज़रुरत है और कामकाज वाली बाई मतलब घर का काम करने वाली झाड़ू पोंछा कपड़ा बर्तन आपके बच्चे और बूढ़े फैशन का कोई मुझे बुलाना चाहा प्रतिभा,0,0,"जो जो जोकर की नहीं मुझे भाई की ज़रुरत है और कामकाज वाली बाई मतलब घर का काम करने वाली झाड़ू पोंछा कपड़ा बर्तन आपके बच्चे और बूढ़े फैशन का कोई मुझे बुलाना चाहा प्रतिभा
"
1380,हमारे बच्चे होंगे और हो जाएगी विख्यात आम मनुष्य को कुछ ही ममीजी मुझे लगा पार्कों में नाटक करते हैं वह ज़्यादा ₹ देंगे अब नजारे,1,1,"हमारे बच्चे होंगे और हो जाएगी विख्यात आम मनुष्य को कुछ ही ममीजी मुझे लगा पार्कों में नाटक करते हैं वह ज़्यादा ₹ देंगे अब नजारे
"
1381,में मुझे भूख लगी है खाने में,0,0,"में मुझे भूख लगी है खाने में
"
1382,रहस्य खुद को बहुत थक गई हूं क्योंकि तुमने बनाना नहीं लाडीजी,0,1,"रहस्य खुद को बहुत थक गई हूं क्योंकि तुमने बनाना नहीं लाडीजी
"
1383,मैंने नहीं बनाए गए बात करने के लिए दोस्त मिल गए अनीता जो कि उन्होंने मुझे इसी बात का डर था  रानी लेकर आईं,0,1,"मैंने नहीं बनाए गए बात करने के लिए दोस्त मिल गए अनीता जो कि उन्होंने मुझे इसी बात का डर था  रानी लेकर आईं
"
1384,सुष्मिता अच्छा जब ये पैदा हुई अब अब,0,0,"सुष्मिता अच्छा जब ये पैदा हुई अब अब
"
1385,मिस यूनिवर्स देखने होंगे बिचारी बहुत अच्छी,1,1,"मिस यूनिवर्स देखने होंगे बिचारी बहुत अच्छी
"
1386,उसकी मौसी गहरी थी कि उसकी मां की नौकरी चली गई इसीलिए बेचारे ठीक काम भी करना चाहती हो कहां है गांव सुष्मिता मनीषा के साथ खेल रही सुष्मिता में जब सुष्मिता पोखरकर गई,0,1,"उसकी मौसी गहरी थी कि उसकी मां की नौकरी चली गई इसीलिए बेचारे ठीक काम भी करना चाहती हो कहां है गांव सुष्मिता मनीषा के साथ खेल रही सुष्मिता में जब सुष्मिता पोखरकर गई
"
1387,उसका पिटने गुदनी उसके मौन और और और 3 बार आवाज़ दी छींको चिंकू सिंह तो मैंने इसमें पूजने की गांधीवादी ईएलएसएस सुष्मिता मतलब अपनी राधाबाई की बेटी अरे तुम पढ़ाई करती हुई बच्ची को काम पर रखने की बात सोची भी कैसे,0,1,"उसका पिटने गुदनी उसके मौन और और और 3 बार आवाज़ दी छींको चिंकू सिंह तो मैंने इसमें पूजने की गांधीवादी ईएलएसएस सुष्मिता मतलब अपनी राधाबाई की बेटी अरे तुम पढ़ाई करती हुई बच्ची को काम पर रखने की बात सोची भी कैसे
"
1388,राधाबाई मुझे कोई हां लेकिन मुझे जामानिमा नचले तुम्हारी बुआ की फैमिली क्लास फैमिली है हां उधर कपड़े धोने के लिए बाहर आता था,0,0,"राधाबाई मुझे कोई हां लेकिन मुझे जामानिमा नचले तुम्हारी बुआ की फैमिली क्लास फैमिली है हां उधर कपड़े धोने के लिए बाहर आता था
"
1389,और स्त्री कहा करते वो लोग डाइनिंग टेबल पर चिह्नित वो एग्जास्ट फैन भी नहीं था और वो बुआ हसबेंड डकार वार्ता करके लगता है उनका गला 2बारा हो इन शॉर्ट तुम्हें वहाँ अपनी जमा इसीलिए तुमने अपने बच्चे को भेजा काम,0,0,"और स्त्री कहा करते वो लोग डाइनिंग टेबल पर चिह्नित वो एग्जास्ट फैन भी नहीं था और वो बुआ हसबेंड डकार वार्ता करके लगता है उनका गला 2बारा हो इन शॉर्ट तुम्हें वहाँ अपनी जमा इसीलिए तुमने अपने बच्चे को भेजा काम
"
1390,टैक्सी चलाने का काम शुरू कर दिया था 2 दिन खबर रगड़ने लगी वो गम भी मुझे छोड़ना पड़ा क्योंकि अब यू टैक्सी चलाना पड़ता था गंगा का दो दिन तक खेलकर बढ़ता चेतना को पर ब्रेक पोस्ट ने जिन्ना शौच,0,1,"टैक्सी चलाने का काम शुरू कर दिया था 2 दिन खबर रगड़ने लगी वो गम भी मुझे छोड़ना पड़ा क्योंकि अब यू टैक्सी चलाना पड़ता था गंगा का दो दिन तक खेलकर बढ़ता चेतना को पर ब्रेक पोस्ट ने जिन्ना शौच
"
1391,रेज केस के अगर मुझे तुम ज़रुरत है तो तुम्हें भी मेरी जरुरत तक जिस घर का नमक प्रसाद यादव को घर लेकर आए तथा अन्य बातें भूल जाइए रस डालें अगर मैं उसे ही काम अब तुम समझोगे समझना तिवारी माल किंतु में मात्र में डांस क्लास चचा मिश्रा भी खेलना में सिखाएंगे यू डोंट माइंड यह,1,1,"रेज केस के अगर मुझे तुम ज़रुरत है तो तुम्हें भी मेरी जरुरत तक जिस घर का नमक प्रसाद यादव को घर लेकर आए तथा अन्य बातें भूल जाइए रस डालें अगर मैं उसे ही काम अब तुम समझोगे समझना तिवारी माल किंतु में मात्र में डांस क्लास चचा मिश्रा भी खेलना में सिखाएंगे यू डोंट माइंड यह
"
1392,क्या भर के रखा इन्द्रवदन ने इस घर में लीज सारी बीकॉम की चीजें बाहर क्यों नहीं फेंकते,0,0,"क्या भर के रखा इन्द्रवदन ने इस घर में लीज सारी बीकॉम की चीजें बाहर क्यों नहीं फेंकते
"
